"","X","business_id","name","address","city","state","postal_code","latitude","longitude","stars","review_count","is_open","categories","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.GoodForMeal","attributes.BusinessParking","attributes.Caters","attributes.NoiseLevel","attributes.RestaurantsTakeOut","attributes.RestaurantsPriceRange2","attributes.OutdoorSeating","attributes.BikeParking","attributes.Ambience","attributes.HasTV","attributes.WiFi","attributes.Alcohol","attributes.RestaurantsAttire","attributes.RestaurantsGoodForGroups","attributes.RestaurantsDelivery","attributes.BusinessAcceptsCreditCards","Chinese","French","Mexican","Italian","Indian","Japanese","American"
"6127",121501,"VbD412ssoCtz6RklpRtLug","Sawtooth Bar & Grill","4929 W Ray Rd, Ste 3","Chandler","AZ","85226",33.319526,-111.925763,4.5,113,1,"Nightlife, Sports Bars, Bars, Food, Restaurants, Karaoke, Chicken Wings, American (Traditional)","False","True",3,1,"False","u'average'","True","2","False","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6128",121508,"Z8Q4V55fKi-huTpV7WDGsQ","Sariwon Korean Bbq Restaurant","7388 Yonge St","Thornhill","ON","L4J 8K2",43.8085942,-79.4234049,3,112,1,"Barbeque, Restaurants, Korean","True","True",NA,1,"False","u'average'","True","2","False","False",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"6129",121512,"s_7ALFRcm-tOYM0oH9kaWw","Midwestern Meats","4308 E Main St","Mesa","AZ","85205",33.416004,-111.7382233,3.5,143,1,"American (New), Bakeries, Restaurants, Food, Specialty Food, Meat Shops","True","False",1,1,"True","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6130",121525,"0qOI8lOZvvhrbtxqjaBQMg","Los Favoritos Taco Shop","8489 E McDonald Dr","Scottsdale","AZ","85250",33.5233047,-111.8972607,4,136,1,"Restaurants, Mexican","True","False",3,0,"False","u'average'","True","1","False","True",0,"False","u'no'","u'none'","'casual'","True","False","True",0,0,1,0,0,0,0
"6131",121531,"1WBVqmo7tgF0z0eGf4fPhQ","Pastaidea","7668 W Lake Mead Blvd, Unit 107","Las Vegas","NV","89128",36.196944,-115.262117,4.5,456,1,"Noodles, Italian, Restaurants","True","True",3,1,"True","'average'","True","2","True","True",1,"False","'no'","'none'","'casual'","False","True","True",0,0,0,1,0,0,0
"6132",121574,"Wtp0Pfnhd7NvUIEawiIjTA","Dexter's Pub","301 North St","Madison","WI","53704",43.1033891,-89.3501882,4,130,1,"Nightlife, Bars, Restaurants, Sports Bars, American (Traditional), Pubs, American (New)","False","False",2,2,"False","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6133",121578,"d2D09qs6bVs6Bjb9WnTIdA","Applebee's Grill + Bar","5210 W Baseline Rd","Laveen","AZ","85339",33.377958,-112.1713,2,118,1,"Chicken Wings, Burgers, Steakhouses, Bars, American (Traditional), Sports Bars, Restaurants, Nightlife","True","False",4,1,"False","u'average'","True","2","False","True",1,"True","'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6134",121586,"n8_OgIBErn-7TCIr4Sn2rA","Oyster Bar","4455 Paradise Rd","Las Vegas","NV","89169",36.108839,-115.154516,4.5,111,1,"Bars, Restaurants, Nightlife, Seafood","False","False",3,2,"False","u'average'","True","2","False","True",2,"True","u'no'","u'full_bar'","u'casual'","False","False","True",0,0,0,0,0,0,0
"6135",121623,"i631pRlq0u29VvaMshW67A","Main Event Entertainment","8545 S Emerald Dr","Tempe","AZ","85284",33.3372490251,-111.967400557,3,273,1,"Active Life, Restaurants, African, Nightlife, Arts & Entertainment, Arcades, American (New), Pool Halls, American (Traditional), Bowling, Automotive, Towing","True","True",1,1,"True","'loud'","True","2","False","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6136",121627,"YLL7tZjII-lsEprbfVkMzQ","Johnny Rockets","3645 Las Vegas Blvd S","Las Vegas","NV","89117",36.1143212,-115.1708662,3.5,107,1,"Diners, American (Traditional), Sandwiches, Burgers, Restaurants","True","False",1,1,"False","'loud'","True","2","False","False",2,"False","u'no'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,1
"6137",121656,"VK_l61W_K2OOkDj-YbDeAQ","Paradise Bakery and Cafe","13959 W Bell Rd","Surprise","AZ","85374",33.6382309,-112.3632624,3.5,104,0,"Bakeries, Sandwiches, Food, Restaurants","True","False",NA,1,"True","u'average'","True","1","True","True",1,"False","u'free'","'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"6138",121683,"2JUDgnmoLDxD97gqmand9Q","Chipotle Mexican Grill","1660 E Camelback Rd, Ste 185","Phoenix","AZ","85016",33.5103428,-112.0462398,3,134,1,"Fast Food, Mexican, Tex-Mex, Food, Restaurants","True","False",2,1,"True","u'average'","True","1","True","True",1,"False","'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,1,0,0,0,0
"6139",121690,"QDvUdj36I_oAzXoFzCQnNA","Nick's","13910 N Frank Lloyd Wright Blvd","Scottsdale","AZ","85260",33.611642,-111.864719,4,153,1,"Event Planning & Services, Caterers, Pizza, Restaurants, Italian","True","False",1,1,"True","u'average'","True","2","True","False",1,"False","u'no'","'full_bar'","'casual'","True","False","True",0,0,0,1,0,0,0
"6140",121772,"S8VRQCBrbZI04zjCOc1RAA","Las Palmas","326 Atwood St","Pittsburgh","PA","15213",40.4389681,-79.9552124,4.5,201,1,"Restaurants, Mexican","True","False",1,1,"False","u'average'","True","1","False","True",0,"False","u'no'","u'none'","u'casual'","False","False","True",0,0,1,0,0,0,0
"6141",121776,"GNIxpOWJcjx5pGN9IBgrYQ","Tin Roof","210 E Trade St, Ste 286","Charlotte","NC","28202",35.225378,-80.841961,3,101,1,"Music Venues, Arts & Entertainment, Restaurants, American (Traditional), Nightlife, Bars","False","False",NA,1,"False","u'loud'","True","1","True","False",2,"True","u'free'","'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6142",121777,"2JU7FRlnYgdRauYyFzHSLA","Hamburger Hut 'N' Market","2512 E Cheyenne Ave","North Las Vegas","NV","89030",36.2181297,-115.1161207,4,161,1,"Chicken Wings, Restaurants, Burgers","True","False",2,1,"False","u'average'","True","1","False","False",1,"False","u'no'","'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6143",121792,"o_c82LAuEV5Yr30Xp2NveA","Cicis","9890 S Maryland Pkwy","Las Vegas","NV","89183",36.0101477628,-115.1363325119,3.5,144,0,"Pizza, Restaurants, Buffets, American (Traditional)","True","False",2,1,"False","u'average'","True","1","False","True",1,"True","'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6144",121811,"GUaPe4gw5KhihfPPqhtSIA","TGI Fridays","5111 Boulder Hwy","Las Vegas","NV","89122",36.113074,-115.063089,3,156,1,"Restaurants, Bars, American (New), American (Traditional), Nightlife","True","True",NA,2,"True","'average'","True","2","False","True",1,"True","'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6145",121820,"VD0zZKG_ZEz_VYlKLtu9Zg","Glutton","616 E Carson Ave, Ste 110","Las Vegas","NV","89101",36.167322389,-115.1392209689,4.5,367,0,"Salad, Sandwiches, American (New), Restaurants","True","True",2,1,"True","'average'","True","2","True","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6146",121827,"-QNQ4R1VgRoL4b6lC8Anrg","Mizuya","3950 S Las Vegas Blvd","Las Vegas","NV","89109",36.091869,-115.175256,3,130,1,"Bars, Lounges, Restaurants, Nightlife, Japanese, Sushi Bars","False","True",2,0,"False","u'average'","True","2","False","False",1,"True","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,1,0
"6147",121831,"sPofLIXU9Ifot1n3iAOZHQ","Salad and Go","5259 E Brown Rd","Mesa","AZ","85205",33.436929,-111.7165778,4,130,1,"Food, Coffee & Tea, American (New), Fast Food, Restaurants, Salad","True","False",2,1,"True","'quiet'","True","1","True","True",1,"False","u'no'","u'none'","'casual'","False","False","True",0,0,0,0,0,0,1
"6148",121837,"AMGe9WK6bxiEkTYNj_cx0w","The Coffee Tree Roasters","5524 Walnut St","Pittsburgh","PA","15232",40.4512442,-79.9327342,3.5,122,1,"Food, Coffee Roasteries, Restaurants, Cafes, Coffee & Tea",NA,NA,NA,1,"False",NA,"True","1","False","True",NA,NA,"u'free'",NA,NA,NA,NA,"True",0,0,0,0,0,0,0
"6149",121849,"YTbKmjGTdn4YzoJXTC1u7g","FlipSide Entertainment","4874 S Val Vista Dr","Gilbert","AZ","85298",33.261881,-111.7572433,3.5,137,0,"Food, Amusement Parks, Cafes, Beer, Wine & Spirits, Restaurants, Laser Tag, Active Life, Arcades, Bowling, Arts & Entertainment","True","True",NA,1,NA,NA,NA,NA,NA,"False",NA,NA,NA,NA,NA,NA,NA,"True",0,0,0,0,0,0,0
"6150",121867,"kpv7LVLJrbawoXOJNAnd0w","My Big Fat Greek Restaurant","10625 N Tatum Blvd","Phoenix","AZ","85028",33.5834251,-111.9768837,3,149,0,"Greek, Mediterranean, Restaurants","True","True",NA,1,"True","u'average'","True","2","True","True",1,"True","u'no'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,0
"6151",121881,"dfHA5n6e3f58nMCNHt589Q","Vientiane Palace Restaurant","151 W Gorham St","Madison","WI","53703",43.0755119,-89.3903706,3.5,108,1,"Restaurants, Thai, Vegan, Vietnamese, Vegetarian, Asian Fusion","True","False",2,2,"True","u'quiet'","True","1","False","True",1,"False","u'no'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"6152",121884,"6oLnLmdo9FhuAeR-vLQ4tg","Xtreme Sushi","10670 S Southern Highlands Pkwy, Ste 104","Las Vegas","NV","89141",35.995344,-115.2069805,3.5,109,0,"Japanese, Sushi Bars, Restaurants, Buffets","True","False",NA,1,"False","u'average'","True","2","False",NA,1,"True","u'free'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,1,0
"6153",121896,"vraKC3CB9KSDCxYX0q3gWA","Pei Wei","1311 W Sunset Rd, Ste 120","Henderson","NV","89014",36.0631376,-115.0434945,3,167,1,"Restaurants, Gluten-Free, Fast Food, Asian Fusion, Chinese","True","False",2,0,"True","u'average'","True","2","False","True",1,"False","u'no'","'beer_and_wine'","'casual'","True","False","True",1,0,0,0,0,0,0
"6154",121902,"JjjlhlQ2LEaQMuAug4fDIA","Yi Mei Champion Taiwan Deli","4300 Spring Mountain Rd, Ste 116","Las Vegas","NV","89102",36.1275239729,-115.1977960207,3.5,298,1,"Restaurants, Delis, Asian Fusion, Food, Specialty Food, Ethnic Food, Taiwanese, Chinese, Noodles","True","False",3,1,"True","u'average'","True","1","False","False",1,"True","u'free'","u'none'","u'casual'","True","False","True",1,0,0,0,0,0,0
"6155",121942,"8le6TQQwjAw_UQ67L8-Hpg","Bush's Chicken","7322 West Bell Rd","Glendale","AZ","85308",33.6387478,-112.2166528,3,149,1,"Restaurants, Chicken Shop, Fast Food","True","False",1,1,"True","u'average'","True","1","False","True",1,"True","'no'","u'none'","'casual'","True","False","True",0,0,0,0,0,0,0
"6156",121944,"q4v-I9j1v7WqtxR12uEMxQ","Beach Hut Deli","9500 S Eastern Ave, Ste180","Las Vegas","NV","89123",36.016485,-115.117119,4,235,0,"Sandwiches, Food, Delis, Beer, Wine & Spirits, Restaurants, Soup","True","False",1,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6157",121958,"-Q5b2LGivWP_ZBwSovGCRQ","Thoroughbred Food & Drink","304 Richmond Street W","Toronto","ON","M5V 3M6",43.6490436,-79.3915268,4,114,1,"Nightlife, Canadian (New), Vegetarian, Bars, Restaurants","False","True",2,1,"True","u'loud'","True","3","False","True",1,"False","u'free'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,0,0
"6158",121973,"sPwh9yiJYeyAN4CBq_tUYg","Hickory Tavern","12210 Copper Way, Ste 212","Charlotte","NC","28277",35.0711594477,-80.8441382945,3.5,142,1,"American (Traditional), Chicken Wings, Sports Bars, Restaurants, Bars, Pubs, Nightlife","True","False",3,1,"True","'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6159",121990,"NC5V6ZbGYM8hKcmj_nlOoA","First Watch","4955 S Alma School Rd","Chandler","AZ","85248",33.2350265,-111.8569646,4,168,1,"American (New), Restaurants, Cafes, Breakfast & Brunch","True","True",3,0,"False","'average'","True","2","True","True",1,"False","'free'","'none'","'casual'","True","False","True",0,0,0,0,0,0,1
"6160",121998,"MQsccAhTxdd2Y5JBKjrT9w","ProteinHouse - Scottsdale","7077 E Mayo Blvd","Phoenix","AZ","85054",33.653928,-111.929136,3.5,142,1,"Desserts, Vegan, Food, Juice Bars & Smoothies, Health Markets, Gluten-Free, Specialty Food, Coffee & Tea, American (New), Restaurants","True","False",4,0,"True","'average'","True","2","True","True",2,"True","'free'","'none'","'casual'","True","False","True",0,0,0,0,0,0,1
"6161",122008,"FNe5PPA9pyj8FjcDefCBpg","Weera Thai","3839 W Sahara Ave, Ste 7-9","Las Vegas","NV","89102",36.143956,-115.1930886,4.5,900,1,"Food, Bars, Noodles, Beer Bar, Thai, Nightlife, Food Delivery Services, Laotian, Restaurants, Wine Bars, Beer, Wine & Spirits, Vegetarian","True","True",3,2,"True","u'average'","True","2","False","False",1,"True","u'free'","u'beer_and_wine'","u'casual'","True","True","True",0,0,0,0,0,0,0
"6162",122023,"dJF4C707KVhFx1qcRJhlEA","Phat Phrank's","4850 W Sunset Rd","Las Vegas","NV","89118",36.0725109,-115.2070417,4,506,1,"Restaurants, Mexican","True","False",1,0,"True","u'average'","True","1","False","True",1,"False","u'no'","u'none'","u'casual'","True","False","True",0,0,1,0,0,0,0
"6163",122039,"8RJYiN6asLcEWWysZKEyVA","Rivertowne Pour House","312 Center Rd","Monroeville","PA","15146",40.446407412,-79.764387226,3.5,140,1,"Food, Restaurants, American (Traditional), Nightlife, Pubs, Bars","True","False",2,1,"False","u'average'","True","2","True","False",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6164",122052,"PfSW2cTJyx2-q6T39sevow","Linger Longer Lounge","6522 N 16th St, Ste 6","Phoenix","AZ","85016",33.5318669,-112.047759,4,144,1,"Lounges, American (New), Bars, Cocktail Bars, Nightlife, Restaurants",NA,"False",NA,1,NA,"u'average'",NA,"2","True","True",0,"True","'free'","'full_bar'",NA,"True",NA,"True",0,0,0,0,0,0,1
"6165",122081,"7D-ATDP9Ezr1ZehszsotOQ","Nuevo Acapulco Mexican Restaurant","21750 Lorain Rd","Fairview Park","OH","44126",41.4273304079,-81.8927542334,3.5,147,1,"Mexican, Restaurants","True","True",2,1,"True","u'average'","True","2","False","True",1,"True","'no'","u'full_bar'","'casual'","True","False","True",0,0,1,0,0,0,0
"6166",122090,"wEc4JE2NYQr1RnGjGr4q7w","K O'Donnell's Sports Bar & Grill","14850 N Northsight Blvd","Scottsdale","AZ","85260",33.620547,-111.898142,4,368,1,"Bars, Chicken Wings, Sports Bars, American (Traditional), American (New), Pizza, Nightlife, Restaurants","True","True",2,1,"False","u'average'","True","2","True","False",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6167",122100,"wTjRn-n2wr6aLkNqFIuAGQ","Armstrong's","5299 Grove Rd","Pittsburgh","PA","15236",40.3596095475,-80.0024414062,3.5,116,1,"Steakhouses, Diners, American (Traditional), Restaurants","True","True",2,1,"True","u'average'","True","2","False","False",1,"True","u'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6168",122114,"a58P2BPCCbQgDMbEoLfWzg","Emperor's Palace","2136 Rockwell Ave","Cleveland","OH","44114",41.508385,-81.678449,3.5,120,1,"Chinese, Dim Sum, Cantonese, Restaurants, Vegetarian","True","True",2,1,"True","u'average'","True","2","False","True",1,"False","u'no'","u'full_bar'","u'casual'","True","True","True",1,0,0,0,0,0,0
"6169",122133,"Rj-7ymdw8aNZBRqGRAjR3Q","El Segundo Sol","3200 S Las Vegas Blvd","Las Vegas","NV","89109",36.1275122369,-115.168868991,4,839,1,"Venues & Event Spaces, Bars, Nightlife, Restaurants, Food, Mexican, Event Planning & Services, Cocktail Bars","True","True",2,1,"True","u'average'","True","2","True","False",1,"True","u'no'","u'full_bar'","u'casual'","True","True","True",0,0,1,0,0,0,0
"6170",122160,"LQg6wHIu5SGsWI0U5siclw","Shake Shack","3780 S Las Vegas Blvd","Las Vegas","NV","89109",36.102682,-115.17821,4,165,1,"Food, Ice Cream & Frozen Yogurt, Fast Food, Burgers, Restaurants","True","False",2,0,NA,"u'loud'","True","2","True","True",3,"True","'no'","'beer_and_wine'","'casual'","True","False","True",0,0,0,0,0,0,0
"6171",122164,"FkJTuuqeJL4jHi2FojX_fg","Fune Japanese Restaurant","100 Simcoe Street","Toronto","ON","M5H 3G2",43.6481427,-79.3866412,3.5,141,1,"Sushi Bars, Japanese, Restaurants, Caterers, Event Planning & Services","True","True",2,0,"True","u'quiet'","True","3","False","True",1,"False","u'no'","u'full_bar'","u'casual'","True","False",NA,0,0,0,0,0,1,0
"6172",122181,"dn9lwYUxmhs_mLKPu7L25Q","Big Grove Tavern","1 E Main St, Ste 101","Champaign","IL","61820",40.1183809,-88.2429963,3.5,334,1,"Gastropubs, Cocktail Bars, Breakfast & Brunch, Pubs, Restaurants, Bars, American (New), Nightlife","False","True",2,3,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6173",122228,"7IkSGKKiWhfkXQBCT8EOgA","Brentwood Cafe & Tavern","7315 W Warm Springs Rd","Las Vegas","NV","89113",36.0554519,-115.2519887,3.5,188,0,"Venues & Event Spaces, Karaoke, Beer, Wine & Spirits, Event Planning & Services, Food, Pubs, American (New), Nightlife, Sports Bars, Restaurants, Bars, Breakfast & Brunch","True","True",NA,1,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,1
"6174",122256,"-VYYKJBVTX1BtaJU4eFJ8A","Teriyaki Madness","43 S Stephanie St, Ste 160","Henderson","NV","89012",36.0274328,-115.0492526,3.5,147,1,"Asian Fusion, Hawaiian, Japanese, Restaurants","True","False",2,1,"True","u'average'","True","1","False","True",1,"True","u'no'","u'none'","u'casual'","True","False","True",0,0,0,0,0,1,0
"6175",122261,"2iLeiQ4OCJVwfodR9egMag","Lucky Strike Phoenix","50 W Jefferson St, Ste 240","Phoenix","AZ","85003",33.4475256,-112.0746303,3.5,238,1,"Nightlife, American (New), Active Life, Lounges, Sports Bars, Bowling, Restaurants, Bars","True","True",2,3,"False","u'average'","False","2","False","True",1,"True","'free'","u'full_bar'","'casual'","True","False","True",0,0,0,0,0,0,1
"6176",122293,"7vFTldKs-b-wS5J56PGGew","Tao Garden","2050 N Alma School Rd","Chandler","AZ","85224",33.3362206,-111.8609727,3.5,116,1,"Chinese, Restaurants","True","True",2,1,"False","u'average'","True","2","False","True",1,"False","u'no'","u'beer_and_wine'","u'casual'","True","False","True",1,0,0,0,0,0,0
"6177",122306,"_eDVVS8wwXcdllaW6nfLyg","Paid In Full","7225 S Durango Dr, Ste 105","Las Vegas","NV","89113",36.0569792,-115.2801062,4.5,142,1,"Korean, Food, Tapas/Small Plates, Street Vendors, Japanese, Restaurants","True","False",2,1,"False","u'average'","True","2","False","True",3,"False","u'no'","u'beer_and_wine'","u'casual'","True","False","True",0,0,0,0,0,1,0
"6178",122311,"as_fyujgsdwtV56n31z-Sw","Bomba Tacos & Rum","19880 Detroit Rd","Rocky River","OH","44116",41.480194,-81.841648,3.5,295,1,"Tacos, Restaurants, Latin American, Mexican","True","False",2,1,"True","'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","'casual'","True","False","True",0,0,1,0,0,0,1
"6179",122321,"IT_4EEIbv6Ox1jBRMyE7pg","Del Frisco's Double Eagle Steakhouse","3925 Paradise Rd","Las Vegas","NV","89169",36.1180324,-115.1554271,4.5,1379,1,"Restaurants, Steakhouses","False","True",1,2,"False","u'average'","True","4","True","False",1,"True","u'free'","'full_bar'","'dressy'","True","False","True",0,0,0,0,0,0,0
"6180",122363,"tTzQZTrwBgwxMch77nCJfQ","Hibiscus","238 Augusta Avenue","Toronto","ON","M5T 2L7",43.6553907,-79.4025245,4,241,1,"Restaurants, Vegan, Vegetarian, Grocery, Juice Bars & Smoothies, Gluten-Free, Organic Stores, Food","True","False",1,1,"False","u'average'","True","2","True","True",1,"False","u'free'","u'beer_and_wine'","u'casual'","False","True",NA,0,0,0,0,0,0,0
"6181",122407,"hVcnr0TMi500pJvghwnSOQ","Red Thai","7822 N 12th St","Phoenix","AZ","85020",33.5514088809,-112.0580245675,3.5,323,1,"Vietnamese, Salad, Restaurants, Thai, Asian Fusion","False","True",2,0,"False","u'average'","True","2","True","True",1,"False","'no'","u'full_bar'","u'casual'","True","False","True",0,0,0,0,0,0,0
"6182",122415,"m9aFZk1f8tSv248YErbpQA","Chez Vous","8787 N Scottsdale Rd, Ste 228","Scottsdale","AZ","85253",33.5648060164,-111.9245192509,4,295,1,"Food, French, Restaurants, Desserts, American (New), Creperies, Breakfast & Brunch","True","False",3,0,"False","'quiet'","False","2","True","True",1,"False","u'free'","u'beer_and_wine'","u'casual'","True","False","True",0,1,0,0,0,0,1
"6183",122416,"tw8I1hZdlGpwO2QaAIeQWg","Fuji Grill Buffet","1930 Snow Rd","Parma","OH","44134",41.4061381,-81.6973022,3.5,144,1,"Japanese, Buffets, Chinese, Restaurants","True","True",2,1,"False","u'average'","True","2","False","True",1,"True","u'no'","u'none'","u'casual'","True","False","True",1,0,0,0,0,1,0
"6184",122424,"QReGruZEFxovIm9FJVa1kw","Zio Casual Italian","116 Middleton Dr","Charlotte","NC","28207",35.197518,-80.825545,4,122,1,"Italian, Caterers, Event Planning & Services, Pizza, Restaurants","True","False",1,2,"True","u'average'","True","2","True","True",1,"True","u'free'","u'full_bar'","u'casual'","True","False","True",0,0,0,1,0,0,0
